start_time,end_time,duration_minutes,cluster,state,implicated_variables,severity
2018-06-02 12:15:00,2018-06-02 12:30:00,15.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Outlet_Gas_draft",3.8554172560697046
2018-06-27 20:30:00,2018-06-27 20:30:00,0.0,0,Normal Operation,"Cyclone_Gas_Outlet_Temp, Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp",3.851387361661851
2018-08-13 17:15:00,2018-08-13 17:15:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_Gas_Outlet_Temp",3.849224310923791
2017-05-01 08:50:00,2017-05-01 09:15:00,25.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_cone_draft",3.8469019564940723
2019-03-03 13:25:00,2019-03-03 13:25:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_Gas_Outlet_Temp",3.8449666611359743
2019-05-01 13:55:00,2019-05-01 14:40:00,45.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.842902346087333
2018-05-30 09:15:00,2018-05-30 09:15:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_cone_draft, Cyclone_Outlet_Gas_draft",3.8410960704197765
2017-01-19 08:55:00,2017-01-19 08:55:00,0.0,0,Normal Operation,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Gas_Temp",3.8392446464089
2017-05-11 18:50:00,2017-05-11 18:50:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Draft",3.8377688514429793
2018-09-23 09:40:00,2018-09-23 10:10:00,30.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_cone_draft, Cyclone_Material_Temp",3.83645136156034
2019-11-11 15:30:00,2019-11-11 16:00:00,30.0,0,Normal Operation,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft, Cyclone_cone_draft",3.8318390974125514
2018-06-18 17:20:00,2018-06-18 17:25:00,5.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_Gas_Outlet_Temp",3.8310325345576652
2019-04-06 12:55:00,2019-04-06 12:55:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.830645475486046
2018-07-31 21:00:00,2018-07-31 21:05:00,5.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_cone_draft",3.8306454754860457
2018-06-29 19:50:00,2018-06-29 19:55:00,5.0,0,Normal Operation,"Cyclone_cone_draft, Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft",3.830310120855259
2018-08-13 22:55:00,2018-08-13 22:55:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft, Cyclone_Material_Temp",3.8290972391995686
2018-03-12 20:20:00,2018-03-12 20:20:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.827161943841468
2017-11-16 16:20:00,2017-11-16 16:20:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_Inlet_Draft",3.8256137075549903
2018-07-15 19:30:00,2018-07-15 19:30:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.824452530340132
2018-07-19 14:20:00,2018-07-19 14:25:00,5.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_cone_draft",3.8240654712685105
2019-08-23 21:15:00,2019-08-23 21:15:00,0.0,3,Degraded / Unstable,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft, Cyclone_cone_draft",3.8201318733231706
2018-06-25 22:15:00,2018-06-25 22:35:00,20.0,0,Normal Operation,"Cyclone_cone_draft, Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft",3.8143432726657043
2019-08-14 12:40:00,2019-08-14 17:55:00,315.0,0,Normal Operation,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft, Cyclone_cone_draft",3.8133161727233484
2018-02-02 08:25:00,2018-02-02 08:35:00,10.0,2,Low Load / Startup,"Cyclone_Material_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Inlet_Gas_Temp",3.8118453266865244
2017-10-23 17:55:00,2017-10-23 17:55:00,0.0,0,Normal Operation,"Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Draft, Cyclone_Inlet_Gas_Temp",3.8107814412826144
2018-04-27 03:55:00,2018-04-27 04:20:00,25.0,0,Normal Operation,"Cyclone_Gas_Outlet_Temp, Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp",3.8101726341558515
2018-03-10 15:30:00,2018-03-10 15:35:00,5.0,0,Normal Operation,"Cyclone_Gas_Outlet_Temp, Cyclone_Inlet_Gas_Temp, Cyclone_cone_draft",3.8084077761622357
2020-06-14 21:15:00,2020-06-14 21:15:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Inlet_Draft",3.8004548678997123
2018-07-10 20:25:00,2018-07-10 20:45:00,20.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.796429453554867
2018-10-22 20:20:00,2018-10-22 20:25:00,5.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft",3.795036040897035
2018-09-17 16:35:00,2018-09-17 16:40:00,5.0,2,Low Load / Startup,"Cyclone_cone_draft, Cyclone_Material_Temp, Cyclone_Inlet_Draft",3.793966624629372
2020-05-05 16:45:00,2020-05-05 16:50:00,5.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft, Cyclone_cone_draft",3.7923266273956973
2019-04-10 01:40:00,2019-04-10 01:40:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.7892301548227385
2019-05-02 07:35:00,2019-05-02 07:35:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.7884560366795
2018-02-08 09:15:00,2018-02-08 09:15:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_Gas_Outlet_Temp",3.7849725050349217
2017-06-05 13:35:00,2017-06-05 14:30:00,55.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.7841983868916853
2018-02-26 11:15:00,2018-02-26 11:15:00,0.0,3,Degraded / Unstable,"Cyclone_Material_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Inlet_Gas_Temp",3.783789155394278
2019-03-24 06:00:00,2019-03-24 06:05:00,5.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.7836177982842543
2019-05-17 04:05:00,2019-05-17 04:25:00,20.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.779360148496437
2018-06-07 22:20:00,2018-06-07 22:45:00,25.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.778779559889008
2018-05-25 18:35:00,2018-05-25 19:00:00,25.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft",3.7758766168518605
2019-12-24 18:40:00,2019-12-24 23:10:00,270.0,2,Low Load / Startup,"Cyclone_Material_Temp, Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp",3.770654935274371
2019-05-03 12:25:00,2019-05-03 13:45:00,80.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_Gas_Outlet_Temp",3.770109436684728
2018-07-26 13:25:00,2018-07-26 14:15:00,50.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.7689740634079762
2019-05-18 20:20:00,2019-05-18 20:20:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_Gas_Outlet_Temp",3.7671677877404197
2020-07-18 14:40:00,2020-07-18 14:45:00,5.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.7658130809897497
2018-07-16 12:35:00,2018-07-16 12:45:00,10.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.7588460177005953
2018-03-14 16:25:00,2018-03-14 16:25:00,0.0,0,Normal Operation,"Cyclone_Gas_Outlet_Temp, Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp",3.7549429604732643
2019-05-18 17:55:00,2019-05-18 17:55:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_Gas_Outlet_Temp",3.752459543018872
2018-08-25 05:00:00,2018-08-25 05:15:00,15.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_cone_draft, Cyclone_Outlet_Gas_draft",3.7452989501939085
2019-06-22 01:30:00,2019-06-22 01:30:00,0.0,2,Low Load / Startup,"Cyclone_Outlet_Gas_draft, Cyclone_cone_draft, Cyclone_Material_Temp",3.7418567225136234
2018-02-16 08:35:00,2018-02-16 08:35:00,0.0,2,Low Load / Startup,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft, Cyclone_cone_draft",3.7411537169376703
2018-03-30 18:20:00,2018-03-30 18:20:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft, Cyclone_Material_Temp",3.7369771801540814
2018-08-04 23:30:00,2018-08-05 01:00:00,90.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_cone_draft",3.7345140769710485
2019-05-04 20:55:00,2019-05-04 21:15:00,20.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft, Cyclone_Gas_Outlet_Temp",3.734461296188556
2017-03-30 09:05:00,2017-03-30 09:05:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_cone_draft, Cyclone_Material_Temp",3.731945412223026
2019-03-27 16:40:00,2019-03-27 16:40:00,0.0,0,Normal Operation,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Gas_Temp",3.7300985822454886
2018-09-19 06:30:00,2018-09-19 06:30:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft",3.7282311341746093
2017-04-24 11:00:00,2017-04-24 11:00:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.7273007033635897
2018-11-30 06:30:00,2018-11-30 06:30:00,0.0,2,Low Load / Startup,"Cyclone_Material_Temp, Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp",3.7265547255958107
2019-05-14 04:20:00,2019-05-14 04:30:00,10.0,0,Normal Operation,"Cyclone_cone_draft, Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft",3.725768850512177
2020-01-20 14:25:00,2020-01-20 14:25:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_cone_draft",3.7222689354325342
2019-04-07 09:30:00,2019-04-07 09:30:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.7203336400744376
2018-05-11 08:00:00,2018-05-11 08:00:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft, Cyclone_Material_Temp",3.7180112856447214
2018-05-09 06:10:00,2018-05-09 10:10:00,240.0,0,Normal Operation,"Cyclone_cone_draft, Cyclone_Gas_Outlet_Temp, Cyclone_Inlet_Draft",3.7169692022992713
2018-01-29 02:15:00,2018-01-29 02:15:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Draft",3.71646304935824
2019-05-19 08:45:00,2019-05-19 09:05:00,20.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.715043832762302
2019-11-02 16:35:00,2019-11-02 16:35:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.714527754000143
2018-05-18 11:05:00,2018-05-18 11:05:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Inlet_Draft, Cyclone_cone_draft",3.7141406949285236
2018-01-18 02:55:00,2018-01-18 03:00:00,5.0,0,Normal Operation,"Cyclone_Inlet_Draft, Cyclone_Outlet_Gas_draft, Cyclone_cone_draft",3.713831833158413
2019-12-25 06:00:00,2019-12-25 09:40:00,220.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Draft",3.713166815545476
2019-04-10 23:15:00,2019-04-10 23:15:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.6998195092785955
2019-04-27 22:10:00,2019-04-27 22:15:00,5.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Outlet_Gas_draft",3.6938200936684895
2018-05-16 20:45:00,2018-05-16 20:45:00,0.0,3,Degraded / Unstable,"Cyclone_Gas_Outlet_Temp, Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp",3.693166826028931
2018-04-16 04:00:00,2018-04-16 04:05:00,5.0,0,Normal Operation,"Cyclone_cone_draft, Cyclone_Outlet_Gas_draft, Cyclone_Inlet_Draft",3.6908565476767654
2019-04-06 09:35:00,2019-04-06 09:35:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.685885382700287
2018-09-15 10:05:00,2018-09-15 12:25:00,140.0,2,Low Load / Startup,"Cyclone_Material_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Inlet_Gas_Temp",3.685739817685566
2018-04-06 04:25:00,2018-04-06 04:50:00,25.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Gas_Outlet_Temp, Cyclone_Material_Temp",3.680853614769229
2019-05-04 17:15:00,2019-05-04 17:15:00,0.0,0,Normal Operation,"Cyclone_Inlet_Gas_Temp, Cyclone_Material_Temp, Cyclone_Gas_Outlet_Temp",3.67891831941113
